date,campaign_id,channel,campaign_type,region,impressions,clicks,spend,conversions
2026-03-28,C003,Display,Awareness,South,779046,26165,7665.41,1920
2026-03-28,C003,Display,Awareness,East,579148,30059,7628.22,1906
2026-03-28,C003,Display,Awareness,West,639422,21349,7603.0,1282
2026-03-28,C004,Email,Retention,North,281012,12460,3496.57,854
2026-03-28,C004,Email,Retention,South,393066,16399,3804.44,1069
2026-03-28,C004,Email,Retention,East,331187,12623,3433.55,829
2026-03-28,C004,Email,Retention,West,381534,19511,3847.66,1852
2026-03-28,C005,Affiliate,Performance,North,404980,13248,4820.72,982
2026-03-28,C005,Affiliate,Performance,South,592528,31057,6606.32,2165
2026-03-28,C005,Affiliate,Performance,East,527062,23466,4859.29,1867
2026-03-28,C005,Affiliate,Performance,West,424221,21014,4800.75,1188
2026-03-29,C001,Search,Performance,North,1360318,54297,14960.06,4435
2026-03-29,C001,Search,Performance,South,1255241,64201,16623.38,4678
2026-03-29,C001,Search,Performance,East,1261823,50333,13629.75,3580
2026-03-29,C001,Search,Performance,West,1464457,55102,14336.85,5149
2026-03-29,C002,Social,Performance,North,1006146,37145,12675.99,2543
2026-03-29,C002,Social,Performance,South,1138271,57862,11641.23,3363
2026-03-29,C002,Social,Performance,East,1153212,57645,11923.8,3458
2026-03-29,C002,Social,Performance,West,803083,33492,10014.59,3109
2026-03-29,C003,Display,Awareness,North,672570,35588,6775.33,3148
2026-03-29,C003,Display,Awareness,South,850489,21838,7407.2,1299
2026-03-29,C003,Display,Awareness,East,785032,25259,9084.99,2184
2026-03-29,C003,Display,Awareness,West,649347,23429,8405.22,1762
2026-03-29,C004,Email,Retention,North,392874,17043,4404.73,1336
2026-03-29,C004,Email,Retention,South,377374,16685,3894.28,1090
2026-03-29,C004,Email,Retention,East,404754,18634,3726.41,1612
2026-03-29,C004,Email,Retention,West,284281,10558,3192.78,746
2026-03-29,C005,Affiliate,Performance,North,462749,12216,5665.87,1052
2026-03-29,C005,Affiliate,Performance,South,476852,23789,5603.21,1978
2026-03-29,C005,Affiliate,Performance,East,560223,21818,5520.6,1750
2026-03-29,C005,Affiliate,Performance,West,551965,16922,5936.14,1274
2026-03-30,C001,Search,Performance,North,1652270,74209,15823.19,4418
2026-03-30,C001,Search,Performance,South,1450933,58050,13974.84,5268
2026-03-30,C001,Search,Performance,East,1196032,56679,14779.7,3136
2026-03-30,C001,Search,Performance,West,909493,38584,11126.12,3224
2026-03-30,C002,Social,Performance,North,1079962,39775,10601.25,2189
2026-03-30,C002,Social,Performance,South,867157,35585,10865.77,2918
2026-03-30,C002,Social,Performance,East,1163359,31672,12134.19,1985
2026-03-30,C002,Social,Performance,West,1061822,49637,9777.38,4506
2026-03-30,C003,Display,Awareness,North,664365,34627,6764.81,2347
2026-03-30,C003,Display,Awareness,South,801554,24557,7873.03,1964
2026-03-30,C003,Display,Awareness,East,585289,17772,6686.94,1618
2026-03-30,C003,Display,Awareness,West,637843,20639,7017.95,1505
2026-03-30,C004,Email,Retention,North,440210,16790,3866.62,1501
2026-03-30,C004,Email,Retention,South,309790,9206,3172.96,760
2026-03-30,C004,Email,Retention,East,474393,18127,4289.76,1650
2026-03-30,C004,Email,Retention,West,369452,14651,3517.7,1159
2026-03-30,C005,Affiliate,Performance,North,441481,19292,5013.14,1104
2026-03-30,C005,Affiliate,Performance,South,397678,15310,5235.68,1045
2026-03-30,C005,Affiliate,Performance,East,358575,16377,4394.91,1237
2026-03-30,C005,Affiliate,Performance,West,411690,14239,4959.75,1120
2026-03-31,C001,Search,Performance,North,1552684,69997,14979.64,5185
2026-03-31,C001,Search,Performance,South,1507875,39432,14975.26,3148
2026-03-31,C001,Search,Performance,East,1232590,41073,13802.73,3315
2026-03-31,C001,Search,Performance,West,1652236,84477,16086.11,5803
2026-03-31,C002,Social,Performance,North,1181374,48240,10709.25,3652
2026-03-31,C002,Social,Performance,South,1179864,56019,12025.31,5242
2026-03-31,C002,Social,Performance,East,1035917,40890,10401.18,2402
2026-03-31,C002,Social,Performance,West,1176217,55772,11125.4,3762
2026-03-31,C003,Display,Awareness,North,635006,32660,8152.16,2131
2026-03-31,C003,Display,Awareness,South,702124,37268,7112.32,3060
2026-03-31,C003,Display,Awareness,East,786996,26220,8866.65,2487
2026-03-31,C003,Display,Awareness,West,726867,32230,6920.46,2230
2026-03-31,C004,Email,Retention,North,388670,19520,4027.87,1099
2026-03-31,C004,Email,Retention,South,319428,10257,3562.26,747
2026-03-31,C004,Email,Retention,East,344186,18216,3542.38,1005
2026-03-31,C004,Email,Retention,West,360549,18781,3436.11,1137
2026-03-31,C005,Affiliate,Performance,North,572013,23607,5091.48,1796
2026-03-31,C005,Affiliate,Performance,South,382518,9572,4743.24,836
2026-03-31,C005,Affiliate,Performance,East,591065,18476,5297.02,1507
2026-03-31,C005,Affiliate,Performance,West,376394,16227,4816.43,998
2026-04-01,C001,Search,Performance,North,1180243,50730,12618.11,3137
2026-04-01,C001,Search,Performance,South,1606356,54743,15347.52,4461
2026-04-01,C001,Search,Performance,East,1160198,43809,14479.4,2842
2026-04-01,C001,Search,Performance,West,1327046,43608,12646.36,3936
2026-04-01,C002,Social,Performance,North,1018654,28146,10232.2,1988
2026-04-01,C002,Social,Performance,South,1087515,48701,10504.06,3895
2026-04-01,C002,Social,Performance,East,754691,35146,9538.83,2641
2026-04-01,C002,Social,Performance,West,924828,30027,8948.46,2041
2026-04-01,C003,Display,Awareness,North,924368,37479,8335.76,2744
2026-04-01,C003,Display,Awareness,South,538205,27650,7060.0,1535
2026-04-01,C003,Display,Awareness,East,661766,34892,7462.63,1953
2026-04-01,C003,Display,Awareness,West,786413,32610,8003.64,2079
2026-04-01,C004,Email,Retention,North,433895,10856,4168.65,1003
2026-04-01,C004,Email,Retention,South,257649,8246,3158.2,540
2026-04-01,C004,Email,Retention,East,316318,8106,3709.26,518
2026-04-01,C004,Email,Retention,West,278775,7834,3608.25,566
2026-04-01,C005,Affiliate,Performance,North,444687,23664,5223.03,2159
2026-04-01,C005,Affiliate,Performance,South,432245,15402,4425.47,1081
2026-04-01,C005,Affiliate,Performance,East,564018,28596,6060.44,2652
2026-04-01,C005,Affiliate,Performance,West,430506,18004,4867.9,1058
2026-04-02,C001,Search,Performance,North,1105822,56725,13283.46,3479
2026-04-02,C001,Search,Performance,South,1127378,48670,12092.91,4023
2026-04-02,C001,Search,Performance,East,1485224,56713,15196.79,3271
2026-04-02,C001,Search,Performance,West,1252656,62159,13384.86,4946
2026-04-02,C002,Social,Performance,North,823392,20921,10326.17,1404
2026-04-02,C002,Social,Performance,South,1210504,58960,11761.65,3940
2026-04-02,C002,Social,Performance,East,721404,23041,7891.02,1392
2026-04-02,C002,Social,Performance,West,844955,22526,10196.46,1417
2026-04-02,C003,Display,Awareness,North,631749,15953,7073.38,1412
2026-04-02,C003,Display,Awareness,South,510942,27184,6698.27,2465
2026-04-02,C003,Display,Awareness,East,950863,34812,9400.43,2815
2026-04-02,C003,Display,Awareness,West,691867,18418,9009.78,1349
2026-04-02,C004,Email,Retention,North,301437,14975,3806.69,949
2026-04-02,C004,Email,Retention,South,317100,10939,3493.71,776
2026-04-02,C004,Email,Retention,East,369828,14144,3454.22,1055
2026-04-02,C004,Email,Retention,West,333486,15400,3060.9,1149
2026-04-02,C005,Affiliate,Performance,North,534700,16914,5451.63,1112
2026-04-02,C005,Affiliate,Performance,South,536495,14122,5008.11,1337
2026-04-02,C005,Affiliate,Performance,East,483726,19236,5327.91,1735
2026-04-02,C005,Affiliate,Performance,West,456688,18781,4990.23,1069
2026-04-03,C001,Search,Performance,North,1017867,37995,12795.24,3074
2026-04-03,C001,Search,Performance,South,1480476,44937,14306.48,2614
2026-04-03,C001,Search,Performance,East,1401255,67368,12989.98,5313
2026-04-03,C001,Search,Performance,West,1283460,42194,14504.33,2526
2026-04-03,C002,Social,Performance,North,1204234,47279,13474.17,3287
2026-04-03,C002,Social,Performance,South,1073549,55865,10667.2,3438
2026-04-03,C002,Social,Performance,East,936163,43874,9361.85,4048
2026-04-03,C002,Social,Performance,West,862640,46156,10012.67,2655
2026-04-03,C003,Display,Awareness,North,779622,31882,7039.42,2607
2026-04-03,C003,Display,Awareness,South,820646,24216,7580.12,1369
2026-04-03,C003,Display,Awareness,East,577866,22567,7208.99,1781
2026-04-03,C003,Display,Awareness,West,613768,20405,8050.6,1149
2026-04-03,C004,Email,Retention,North,431935,19053,3778.76,1171
2026-04-03,C004,Email,Retention,South,376778,15254,3387.26,932
2026-04-03,C004,Email,Retention,East,363829,16836,3489.37,1060
2026-04-03,C004,Email,Retention,West,293268,13387,3514.71,853
2026-04-03,C005,Affiliate,Performance,North,636212,24556,5981.8,2128
2026-04-03,C005,Affiliate,Performance,South,544296,24299,5014.49,1558
2026-04-03,C005,Affiliate,Performance,East,375720,12471,4715.83,790
2026-04-03,C005,Affiliate,Performance,West,430663,22503,4620.2,1331
2026-04-04,C001,Search,Performance,North,1293112,68117,16403.77,5295
2026-04-04,C001,Search,Performance,South,1493958,71256,16683.13,4652
2026-04-04,C001,Search,Performance,East,1607183,61788,14802.34,4971
2026-04-04,C001,Search,Performance,West,1253294,56789,14946.95,4877
2026-04-04,C002,Social,Performance,North,1315186,68156,14103.42,5105
2026-04-04,C002,Social,Performance,South,1152156,56502,10602.11,4035
2026-04-04,C002,Social,Performance,East,1149834,36598,10641.82,2780
2026-04-04,C002,Social,Performance,West,1040836,37058,9705.33,2990
2026-04-04,C003,Display,Awareness,North,824622,23063,7722.97,1518
2026-04-04,C003,Display,Awareness,South,856529,30316,7843.36,2847
2026-04-04,C003,Display,Awareness,East,760200,19715,7359.09,1770
2026-04-04,C003,Display,Awareness,West,642899,18527,7981.76,1149
2026-04-04,C004,Email,Retention,North,400155,14777,3737.85,1011
2026-04-04,C004,Email,Retention,South,316785,12487,3754.3,962
2026-04-04,C004,Email,Retention,East,367554,11060,3254.24,1035
2026-04-04,C004,Email,Retention,West,303130,11953,4009.97,816
2026-04-04,C005,Affiliate,Performance,North,640189,23972,6926.7,2021
2026-04-04,C005,Affiliate,Performance,South,490554,24526,4788.93,1594
2026-04-04,C005,Affiliate,Performance,East,576683,22826,6422.62,1541
2026-04-04,C005,Affiliate,Performance,West,539125,16936,6682.79,1002
2026-04-05,C001,Search,Performance,North,1883941,88338,16668.47,5042
2026-04-05,C001,Search,Performance,South,1868533,95071,16929.75,6914
2026-04-05,C001,Search,Performance,East,1487396,77582,15446.71,4524
2026-04-05,C001,Search,Performance,West,1239668,47383,15000.45,3714
2026-04-05,C002,Social,Performance,North,1136486,49018,10616.72,3085
2026-04-05,C002,Social,Performance,South,1046276,49456,11037.47,4244
2026-04-05,C002,Social,Performance,East,1048922,47097,9205.14,3359
2026-04-05,C002,Social,Performance,West,963384,45214,11173.75,2924
2026-04-05,C003,Display,Awareness,North,707333,31028,8167.87,1852
2026-04-05,C003,Display,Awareness,South,718410,24065,7099.09,1323
2026-04-05,C003,Display,Awareness,East,826060,35732,7783.12,3352
2026-04-05,C003,Display,Awareness,West,763674,34704,8490.54,1996
2026-04-05,C004,Email,Retention,North,375944,12645,3893.4,756
2026-04-05,C004,Email,Retention,South,380544,16875,3689.55,1180
2026-04-05,C004,Email,Retention,East,343768,11195,3913.69,854
2026-04-05,C004,Email,Retention,West,393119,11044,3641.61,1024
2026-04-05,C005,Affiliate,Performance,North,547368,20005,5289.59,1422
2026-04-05,C005,Affiliate,Performance,South,625362,33696,5881.25,2023
2026-04-05,C005,Affiliate,Performance,East,472636,16965,5248.45,968
2026-04-05,C005,Affiliate,Performance,West,440576,16779,4301.6,1053
2026-04-06,C001,Search,Performance,North,1371051,46552,14515.29,3748
2026-04-06,C001,Search,Performance,South,1258780,40381,14547.99,3400
2026-04-06,C001,Search,Performance,East,1081894,57431,12782.33,4353
2026-04-06,C001,Search,Performance,West,1180644,60451,13177.91,4279
2026-04-06,C002,Social,Performance,North,835639,28829,9273.36,2366
2026-04-06,C002,Social,Performance,South,842337,35644,9728.64,2054
2026-04-06,C002,Social,Performance,East,1120653,40699,9963.32,3319
2026-04-06,C002,Social,Performance,West,776721,22378,9116.08,1283
2026-04-06,C003,Display,Awareness,North,562746,26912,6866.07,1497
2026-04-06,C003,Display,Awareness,South,693112,25218,7122.55,1897
2026-04-06,C003,Display,Awareness,East,540369,25398,6225.14,2282
2026-04-06,C003,Display,Awareness,West,657483,18362,7949.91,1669
2026-04-06,C004,Email,Retention,North,330501,9509,3697.64,747
2026-04-06,C004,Email,Retention,South,270430,8407,2816.81,614
2026-04-06,C004,Email,Retention,East,283294,11739,3591.61,975
2026-04-06,C004,Email,Retention,West,420132,18432,3937.22,1126
2026-04-06,C005,Affiliate,Performance,North,434413,16226,5717.7,1108
2026-04-06,C005,Affiliate,Performance,South,592770,18662,5824.24,1467
2026-04-06,C005,Affiliate,Performance,East,489743,26657,5756.77,2120
2026-04-06,C005,Affiliate,Performance,West,538315,14840,5043.17,925
2026-04-07,C001,Search,Performance,North,1214514,55723,12211.11,3828
2026-04-07,C001,Search,Performance,South,1262188,34191,15912.92,2685
2026-04-07,C001,Search,Performance,East,1559110,58736,16344.69,4165
2026-04-07,C001,Search,Performance,West,1064857,37341,14000.61,3511
2026-04-07,C002,Social,Performance,North,982697,49546,9975.43,3599
2026-04-07,C002,Social,Performance,South,849553,23137,11219.92,1744
2026-04-07,C002,Social,Performance,East,1093482,48477,10966.88,2721
2026-04-07,C002,Social,Performance,West,1171955,57013,10837.27,3726
2026-04-07,C003,Display,Awareness,North,520733,16160,6796.91,1004
2026-04-07,C003,Display,Awareness,South,709295,26636,8013.74,2006
2026-04-07,C003,Display,Awareness,East,477895,20622,6274.33,1460
2026-04-07,C003,Display,Awareness,West,638494,32568,7343.5,2764
2026-04-07,C004,Email,Retention,North,276369,12681,3444.41,801
2026-04-07,C004,Email,Retention,South,358840,9670,3873.11,851
2026-04-07,C004,Email,Retention,East,357584,15584,3412.89,1357
2026-04-07,C004,Email,Retention,West,355785,17281,3855.82,1270
2026-04-07,C005,Affiliate,Performance,North,482830,23442,5163.7,2059
2026-04-07,C005,Affiliate,Performance,South,539759,16405,5554.24,1209
2026-04-07,C005,Affiliate,Performance,East,693765,18369,6411.8,1636
2026-04-07,C005,Affiliate,Performance,West,478623,14798,4937.52,1001
2026-04-08,C001,Search,Performance,North,1090861,32459,14154.64,2840
2026-04-08,C001,Search,Performance,South,926285,29642,11534.71,2167
2026-04-08,C001,Search,Performance,East,1503480,73213,16185.02,5837
2026-04-08,C001,Search,Performance,West,1108852,32921,13943.62,2386
2026-04-08,C002,Social,Performance,North,1177644,43153,11988.7,2668
2026-04-08,C002,Social,Performance,South,817663,34558,9725.58,2486
2026-04-08,C002,Social,Performance,East,923579,46711,9097.85,3051
2026-04-08,C002,Social,Performance,West,985480,53477,10410.67,3654
2026-04-08,C003,Display,Awareness,North,684123,18942,6893.59,1768
2026-04-08,C003,Display,Awareness,South,789292,38394,7616.71,3193
2026-04-08,C003,Display,Awareness,East,722965,38826,6612.4,2910
2026-04-08,C003,Display,Awareness,West,1045299,44425,9311.3,3400
2026-04-08,C004,Email,Retention,North,224521,7239,2987.7,545
2026-04-08,C004,Email,Retention,South,304253,11699,3373.15,1102
2026-04-08,C004,Email,Retention,East,259614,6863,3231.42,590
2026-04-08,C004,Email,Retention,West,274960,13148,2810.67,801
2026-04-08,C005,Affiliate,Performance,North,372150,9432,4423.91,567
2026-04-08,C005,Affiliate,Performance,South,473295,13491,5417.1,1274
2026-04-08,C005,Affiliate,Performance,East,397900,16962,4796.1,976
2026-04-08,C005,Affiliate,Performance,West,544778,29333,4975.26,1902
2026-04-09,C001,Search,Performance,North,1334606,49937,13262.72,3285
2026-04-09,C001,Search,Performance,South,1144418,51064,13742.89,3658
2026-04-09,C001,Search,Performance,East,1423489,72256,14584.5,4313
2026-04-09,C001,Search,Performance,West,1337377,60456,12566.18,3603
2026-04-09,C002,Social,Performance,North,1105539,32335,9800.94,2609
2026-04-09,C002,Social,Performance,South,1120543,60178,12411.98,4104
2026-04-09,C002,Social,Performance,East,1291686,42082,11249.26,3049
2026-04-09,C002,Social,Performance,West,931037,31513,9717.82,1752
2026-04-09,C003,Display,Awareness,North,645101,19438,6955.73,1748
2026-04-09,C003,Display,Awareness,South,703306,19380,6815.22,1569
2026-04-09,C003,Display,Awareness,East,582636,18899,7755.99,1740
2026-04-09,C003,Display,Awareness,West,849829,39616,7568.48,3392
2026-04-09,C004,Email,Retention,North,291595,8875,3460.53,775
2026-04-09,C004,Email,Retention,South,253580,9904,3153.93,916
2026-04-09,C004,Email,Retention,East,282685,9747,3455.57,701
2026-04-09,C004,Email,Retention,West,305787,10219,3499.8,959
2026-04-09,C005,Affiliate,Performance,North,407019,17455,5425.74,1599
2026-04-09,C005,Affiliate,Performance,South,417336,12756,4823.73,1034
2026-04-09,C005,Affiliate,Performance,East,501847,16343,5717.58,1523
2026-04-09,C005,Affiliate,Performance,West,648372,25104,5792.56,2230
2026-04-10,C001,Search,Performance,North,898273,33947,11052.88,2596
2026-04-10,C001,Search,Performance,South,910614,34897,11997.53,3010
2026-04-10,C001,Search,Performance,East,1711097,43703,15362.4,3377
2026-04-10,C001,Search,Performance,West,1695330,69915,15919.5,4751
2026-04-10,C002,Social,Performance,North,1131402,51168,11494.02,4460
2026-04-10,C002,Social,Performance,South,1040669,38444,10266.43,2904
2026-04-10,C002,Social,Performance,East,891314,24841,9846.07,2275
2026-04-10,C002,Social,Performance,West,917453,40777,11666.29,2916
2026-04-10,C003,Display,Awareness,North,687017,29412,8843.77,2525
2026-04-10,C003,Display,Awareness,South,739887,22282,6842.66,2025
2026-04-10,C003,Display,Awareness,East,765397,31581,8107.06,2897
2026-04-10,C003,Display,Awareness,West,857699,32974,7727.27,2175
2026-04-10,C004,Email,Retention,North,255041,8430,2949.32,754
2026-04-10,C004,Email,Retention,South,231180,10479,2971.68,648
2026-04-10,C004,Email,Retention,East,281395,13521,3279.71,1222
2026-04-10,C004,Email,Retention,West,284173,11056,3388.62,816
2026-04-10,C005,Affiliate,Performance,North,511741,23090,5357.25,2052
2026-04-10,C005,Affiliate,Performance,South,409773,15197,5435.99,1387
2026-04-10,C005,Affiliate,Performance,East,512778,18169,5331.12,1377
2026-04-10,C005,Affiliate,Performance,West,618820,23237,6113.9,1941
2026-04-11,C001,Search,Performance,North,1382556,51487,14856.31,4247
2026-04-11,C001,Search,Performance,South,1271014,56188,14954.05,5062
2026-04-11,C001,Search,Performance,East,1856765,52328,16184.27,3365
2026-04-11,C001,Search,Performance,West,1656955,89061,14661.35,5246
2026-04-11,C002,Social,Performance,North,955706,41224,12605.59,2724
2026-04-11,C002,Social,Performance,South,1224993,41041,11187.83,3384
2026-04-11,C002,Social,Performance,East,765044,28518,10014.72,1898
2026-04-11,C002,Social,Performance,West,1285457,63001,11973.43,4616
2026-04-11,C003,Display,Awareness,North,1017770,38420,9416.27,2536
2026-04-11,C003,Display,Awareness,South,808731,33227,9447.64,2424
2026-04-11,C003,Display,Awareness,East,768203,24130,7404.79,1517
2026-04-11,C003,Display,Awareness,West,729474,23221,7971.49,1819
2026-04-11,C004,Email,Retention,North,330630,10284,3426.69,629
2026-04-11,C004,Email,Retention,South,332651,12644,3018.16,903
2026-04-11,C004,Email,Retention,East,361957,15117,3725.12,1258
2026-04-11,C004,Email,Retention,West,289716,9435,3528.86,824
2026-04-11,C005,Affiliate,Performance,North,372512,12950,4812.64,786
2026-04-11,C005,Affiliate,Performance,South,577177,23671,5582.13,1438
2026-04-11,C005,Affiliate,Performance,East,513956,21876,5808.94,1479
2026-04-11,C005,Affiliate,Performance,West,389922,12356,4968.59,772
2026-04-12,C001,Search,Performance,North,1537425,38992,17970.6,2953
2026-04-12,C001,Search,Performance,South,1358294,73193,13688.3,5751
2026-04-12,C001,Search,Performance,East,2152008,107280,19194.47,7286
2026-04-12,C001,Search,Performance,West,1140139,37486,13494.34,2818
2026-04-12,C002,Social,Performance,North,870605,40663,11203.0,3547
2026-04-12,C002,Social,Performance,South,1146386,51499,13240.79,3711
2026-04-12,C002,Social,Performance,East,1496367,59662,13562.16,4028
2026-04-12,C002,Social,Performance,West,1205896,38108,11468.71,2688
2026-04-12,C003,Display,Awareness,North,766599,24103,8410.09,1668
2026-04-12,C003,Display,Awareness,South,745280,22569,8629.51,1912
2026-04-12,C003,Display,Awareness,East,708441,38583,7833.76,2725
2026-04-12,C003,Display,Awareness,West,536493,14858,6860.59,1168
2026-04-12,C004,Email,Retention,North,296624,7895,3214.62,597
2026-04-12,C004,Email,Retention,South,424861,12527,4463.32,741
2026-04-12,C004,Email,Retention,East,279837,8453,3290.0,788
2026-04-12,C004,Email,Retention,West,425539,13581,3897.43,924
2026-04-12,C005,Affiliate,Performance,North,421813,19041,5565.97,1445
2026-04-12,C005,Affiliate,Performance,South,535065,16015,4822.78,1395
2026-04-12,C005,Affiliate,Performance,East,489951,14749,5387.49,961
2026-04-12,C005,Affiliate,Performance,West,491972,20508,5752.05,1465
2026-04-13,C001,Search,Performance,North,1040068,52769,12884.37,3554
2026-04-13,C001,Search,Performance,South,1571251,65982,15502.58,4874
2026-04-13,C001,Search,Performance,East,1290775,58143,16440.72,5281
2026-04-13,C001,Search,Performance,West,1063541,31076,13756.57,2599
2026-04-13,C002,Social,Performance,North,679762,27328,8446.49,1641
2026-04-13,C002,Social,Performance,South,853047,40868,9068.72,2669
2026-04-13,C002,Social,Performance,East,1087096,54616,10609.34,3910
2026-04-13,C002,Social,Performance,West,1093087,28655,10340.0,1716
2026-04-13,C003,Display,Awareness,North,779291,27577,7160.65,2238
2026-04-13,C003,Display,Awareness,South,678437,28891,6563.04,2001
2026-04-13,C003,Display,Awareness,East,487339,26698,6219.64,1604
2026-04-13,C003,Display,Awareness,West,636970,32712,8177.41,2194
2026-04-13,C004,Email,Retention,North,273752,8996,3019.62,618
2026-04-13,C004,Email,Retention,South,354618,16529,3878.66,1247
2026-04-13,C004,Email,Retention,East,503632,13333,4504.45,1039
2026-04-13,C004,Email,Retention,West,380227,12265,3483.68,1104
2026-04-13,C005,Affiliate,Performance,North,488440,12868,5276.94,1181
2026-04-13,C005,Affiliate,Performance,South,512283,13252,5460.76,1094
2026-04-13,C005,Affiliate,Performance,East,388747,10470,4651.72,816
2026-04-13,C005,Affiliate,Performance,West,514227,20657,5148.4,1811
2026-04-14,C001,Search,Performance,North,1076033,49343,14250.16,3538
2026-04-14,C001,Search,Performance,South,1489205,66228,15254.77,4570
2026-04-14,C001,Search,Performance,East,1207312,37944,13423.13,2974
2026-04-14,C001,Search,Performance,West,1196365,31135,12903.47,2110
2026-04-14,C002,Social,Performance,North,1141542,52446,10976.91,3536
2026-04-14,C002,Social,Performance,South,900093,29859,11395.53,2635
2026-04-14,C002,Social,Performance,East,779867,22773,10344.72,1545
2026-04-14,C002,Social,Performance,West,1057108,28809,10771.06,2671
2026-04-14,C003,Display,Awareness,North,852829,40648,8028.83,3222
2026-04-14,C003,Display,Awareness,South,730752,32255,7302.32,2585
2026-04-14,C003,Display,Awareness,East,802629,38773,7696.01,3485
2026-04-14,C003,Display,Awareness,West,627116,17254,7499.1,1282
2026-04-14,C004,Email,Retention,North,364068,15336,3925.21,1166
2026-04-14,C004,Email,Retention,South,265483,11536,3469.1,1016
2026-04-14,C004,Email,Retention,East,351410,10516,3558.79,630
2026-04-14,C004,Email,Retention,West,351995,12957,3082.21,830
2026-04-14,C005,Affiliate,Performance,North,540697,23956,5440.83,1401
2026-04-14,C005,Affiliate,Performance,South,519467,19053,4690.82,1286
2026-04-14,C005,Affiliate,Performance,East,451050,23850,4117.56,1601
2026-04-14,C005,Affiliate,Performance,West,524281,25399,4785.45,2342
2026-04-15,C001,Search,Performance,North,1242503,61780,14450.78,3411
2026-04-15,C001,Search,Performance,South,1156598,40684,11851.27,2762
2026-04-15,C001,Search,Performance,East,1510621,76430,15202.32,5012
2026-04-15,C001,Search,Performance,West,1375568,52981,14361.74,2938
2026-04-15,C002,Social,Performance,North,1241585,58464,12582.38,4551
2026-04-15,C002,Social,Performance,South,861048,24534,11085.99,1934
2026-04-15,C002,Social,Performance,East,918126,38221,9959.71,2604
2026-04-15,C002,Social,Performance,West,1052625,46645,10139.21,3186
2026-04-15,C003,Display,Awareness,North,808264,33626,8042.61,1864
2026-04-15,C003,Display,Awareness,South,871649,31624,8474.11,2931
2026-04-15,C003,Display,Awareness,East,658216,20478,7735.78,1405
2026-04-15,C003,Display,Awareness,West,796217,26977,8464.75,2039
2026-04-15,C004,Email,Retention,North,360696,13735,3468.35,1101
2026-04-15,C004,Email,Retention,South,333384,11346,3761.82,886
2026-04-15,C004,Email,Retention,East,391196,14086,4524.26,822
2026-04-15,C004,Email,Retention,West,264274,8616,3428.08,499
2026-04-15,C005,Affiliate,Performance,North,449131,22971,5228.39,1709
2026-04-15,C005,Affiliate,Performance,South,438135,17757,5023.16,1247
2026-04-15,C005,Affiliate,Performance,East,539042,20357,4692.24,1403
2026-04-15,C005,Affiliate,Performance,West,543952,19537,5260.23,1725
2026-04-16,C001,Search,Performance,North,1304014,65700,16444.45,5546
2026-04-16,C001,Search,Performance,South,1110565,32604,13305.18,2205
2026-04-16,C001,Search,Performance,East,1195745,50388,13156.09,4692
2026-04-16,C001,Search,Performance,West,1314362,65157,13738.58,5009
2026-04-16,C002,Social,Performance,North,1007012,53893,10273.34,4816
2026-04-16,C002,Social,Performance,South,854866,27016,10160.74,1703
2026-04-16,C002,Social,Performance,East,934402,36376,9817.7,2369
2026-04-16,C002,Social,Performance,West,1128094,29234,11849.59,1762
2026-04-16,C003,Display,Awareness,North,708675,28711,7710.14,2004
2026-04-16,C003,Display,Awareness,South,820226,39801,7839.22,3404
2026-04-16,C003,Display,Awareness,East,606139,23697,6847.57,1616
2026-04-16,C003,Display,Awareness,West,840040,29301,7985.36,1773
2026-04-16,C004,Email,Retention,North,297922,12919,3545.21,934
2026-04-16,C004,Email,Retention,South,267017,10583,3430.3,879
2026-04-16,C004,Email,Retention,East,332854,9182,3845.47,848
2026-04-16,C004,Email,Retention,West,312142,13201,3463.33,1144
2026-04-16,C005,Affiliate,Performance,North,468609,15810,5827.26,961
2026-04-16,C005,Affiliate,Performance,South,504909,15995,4699.05,1338
2026-04-16,C005,Affiliate,Performance,East,502066,19495,5197.32,1326
2026-04-16,C005,Affiliate,Performance,West,521181,22454,5542.94,2120
2026-04-17,C001,Search,Performance,North,1386507,71893,13687.45,5084
2026-04-17,C001,Search,Performance,South,1729055,64793,15237.93,5121
2026-04-17,C001,Search,Performance,East,1186482,56220,13994.07,4263
2026-04-17,C001,Search,Performance,West,1190962,57521,13890.03,4434
2026-04-17,C002,Social,Performance,North,859122,37389,9115.26,2661
2026-04-17,C002,Social,Performance,South,963441,51880,11616.84,3914
2026-04-17,C002,Social,Performance,East,870255,32386,9755.65,2311
2026-04-17,C002,Social,Performance,West,1170064,48328,12091.54,3619
2026-04-17,C003,Display,Awareness,North,610451,17571,7466.0,1621
2026-04-17,C003,Display,Awareness,South,662887,29687,6682.47,2109
2026-04-17,C003,Display,Awareness,East,810225,29214,7660.49,2728
2026-04-17,C003,Display,Awareness,West,866699,43870,8038.51,2715
2026-04-17,C004,Email,Retention,North,269752,13666,3142.64,769
2026-04-17,C004,Email,Retention,South,243703,8095,3122.65,509
2026-04-17,C004,Email,Retention,East,360819,9082,3699.77,655
2026-04-17,C004,Email,Retention,West,295831,8407,3239.67,689
2026-04-17,C005,Affiliate,Performance,North,598985,14975,5751.79,1395
2026-04-17,C005,Affiliate,Performance,South,613172,31958,5700.31,1777
2026-04-17,C005,Affiliate,Performance,East,627407,24022,5560.88,1897
2026-04-17,C005,Affiliate,Performance,West,583871,30936,6207.86,1795
